src,dst
229425177,17868918
229425177,153226312
229425177,157829215
229425177,254839786
229425177,86221475
229425177,248883350
229425177,297801196
229425177,314316607
229425177,117674417
229425177,8088112
229425177,40981798
229425177,149538028
229425177,276577539
229425177,27077521
229425177,285312927
229425177,83943787
229425177,280935165
229425177,18951737
229425177,274153775
229425177,100581193
229425177,252770012
229425177,145845459
229425177,18996905
229425177,282206645
229425177,2367911
229425177,236184723
229425177,231238695
229425177,270449528
229425177,103598216
229425177,151338729
229425177,214328887
229425177,70492333
229425177,29911100
229425177,204317520
229425177,43003845
229425177,222261763
229425177,225444667
229425177,107830991
229425177,451250774
229425177,259842341
229425177,26929220
229425177,27633075
229425177,19493072
229425177,204140367
229425177,69592091
229425177,56860418
229425177,279787626
229425177,57490887
229425177,206923844
229425177,222411742
229425177,19358562
229425177,124528830
229425177,276308596
229425177,74107696
229425177,283306479
229425177,358775055
229425177,131613362
229425177,34428380
229425177,22462180
229425177,463952369
229425177,72818790
229425177,172883064
229425177,164880154
229425177,100318079
229425177,80130901
17711130,223990701
17711130,149680650
17711130,36475508
17711130,56511635
17711130,40981798
17711130,222851879
17711130,22462180
17711130,39095750
17711130,43003845
17711130,224688614
17711130,249830707
17711130,21447363
17711130,126391227
17711130,34428380
17711130,27760317
17711130,99712896
211763229,73975665
211763229,15666380
211763229,71273952
211763229,30364057
211763229,14824849
211763229,16302651
211763229,19697415
211763229,19725644
211763229,16303106
211763229,27522326
9035822,1044591
9035822,1046661
333709376,308324295
333709376,121637129
333709376,223247584
333709376,20747847
333709376,18501326
333709376,95820486
333709376,15643370
333709376,16786977
333709376,434725454
333709376,405323682
333709376,317846921
333709376,75193883
333709376,294430454
333709376,126099878
333709376,87759396
333709376,19521118
333709376,18444530
333709376,88501703
333709376,337131276
333709376,31808762
333709376,373018050
333709376,96747353
333709376,18927441
333709376,14824849
333709376,7861312
333709376,16038438
333709376,15343773
333709376,299715714
333709376,59877557
333709376,18819743
333709376,130897520
333709376,315338495
333709376,15666380
333709376,14311802
333709376,62050341
333709376,1715051
333709376,161555365
19660870,18598585
19660870,19923638
19660870,20908109
19660870,26033281
19660870,14399483
19660870,14575107
19660870,16890261
19660870,112521116
19660870,34211097
19660870,48358776
19660870,19148708
19660870,141598384
19660870,98942778
19660870,21279256
19660870,21683202
19660870,7092102
19660870,21401466
19660870,21208444
19660870,37046756
19660870,44682832
19660870,57249277
19660870,112593696
19660870,37212984
19660870,90720074
19660870,96184837
19660870,18307364
19660870,24289021
19660870,58462957
19660870,31548811
19660870,24599923
19660870,28357463
19660870,16929349
19660870,31119337
19660870,64498671
19660870,105189289
19660870,44084633
19660870,71956658
19660870,41338503
19660870,54890813
19660870,9541782
19660870,19546942
19660870,304649218
19660870,13018112
19660870,34373923
19660870,28635233
19660870,19784831
19660870,126703239
19660870,15933910
19660870,41182951
19660870,87821661
19660870,19568471
19660870,20177423
19660870,138448899
19660870,19399719
19660870,109702885
19660870,17771860
19660870,27157089
19660870,142690048
19660870,15934926
19660870,34947001
19660870,15162193
19660870,9917552
19660870,56814021
19660870,60649803
19660870,153474021
19660870,30938926
19660870,46678012
19660870,108507561
19660870,283536837
19660870,19390810
19660870,26250338
19660870,280629993
19660870,43952326
8069202,5634392
8069202,1046661
1048661,991221
1048661,18498684
1048661,1118781
1048661,1045141
1048661,9598762
1048661,820485
1048661,51421542
1048661,6149912
1048661,5653212
1048661,1116721
1048661,7331262
1048661,1975721
1048661,8944162
1048661,1269251
1048661,1268821
1048661,6550132
1048661,678953
1048661,13332922
1048661,1043241
1048661,2217251
1048661,7884642
1048661,6745742
1048661,5697472
1048661,8956052
1048661,1044591
1048661,1118161
1048661,5190551
1048661,3956091
1048661,5516192
1048661,4556941
1048661,1478151
1048661,11726932
1048661,1468951
1048661,9562052
1048661,5515802
1048661,9921142
1048661,5885472
1048661,14106930
1048661,9952802
1048661,1117341
1048661,1047451
1048661,1403031
1048661,6752812
1048661,1478471
1048661,7423322
1048661,1047961
1048661,1476651
1048661,1049111
1048661,1452261
1048661,1049981
1048661,6277512
1048661,20108560
1048661,1046661
19415126,25495625
19415126,18781900
19415126,116511302
19415126,344334227
19415126,23559552
19415126,243058696
19415126,32032000
19415126,62050341
19415126,438460947
19415126,20747847
19415126,22857385
19415126,369586333
19415126,351671009
19415126,306472866
19415126,95820486
19415126,16038438
19415126,26841335
19415126,193059216
19415126,352226153
19415126,358553967
19415126,19507713
19415126,43662236
19415126,87759396
19415126,21158690
19415126,20637608
19415126,59877557
19415126,357268791
19415126,363426409
19415126,462541005
19415126,299715714
19415126,28202547
19415126,20747741
19415126,18927441
9142362,14085096
9142362,56169454
9142362,22021978
9142362,18142375
9142362,26985345
9142362,19346439
9142362,465973
9142362,1294741
9142362,33852508
9142362,25995437
9142362,16139649
9142362,14190551
9142362,104203233
163274846,111990504
163274846,34270956
163274846,126470482
163274846,23375688
163274846,135268094
163274846,21146135
163274846,83155222
163274846,102765423
163274846,222090651
72818790,279787626
72818790,31331740
72818790,274153775
72818790,123371682
72818790,17116707
72818790,69592091
72818790,358775055
72818790,172883064
72818790,231238695
72818790,149538028
72818790,107830991
72818790,133055665
72818790,67864340
72818790,221036078
72818790,204317520
72818790,15023872
72818790,40981798
72818790,160237722
72818790,83943787
72818790,153226312
72818790,21548772
72818790,28465635
72818790,35415466
72818790,131613362
72818790,270449528
72818790,121533789
72818790,19358562
72818790,17759158
72818790,314316607
72818790,74107696
72818790,250178329
72818790,100581193
72818790,46209291
72818790,254839786
72818790,206923844
72818790,204140367
72818790,116036694
72818790,430268163
72818790,225444667
72818790,151338729
72818790,380580781
72818790,18996905
72818790,22462180
72818790,187773078
72818790,56860418
72818790,195475105
72818790,145845459
72818790,43003845
72818790,262802533
72818790,406628822
72818790,109740608
72818790,19493072
72818790,86221475
72818790,14925700
72818790,134940306
72818790,196327549
72818790,27633075
72818790,103598216
72818790,214328887
72818790,197504076
72818790,125120339
72818790,26929220
72818790,17868918
72818790,57490887
72818790,200559228
72818790,276706356
72818790,252770012
72818790,463952369
72818790,18951737
72818790,8088112
72818790,259842341
72818790,261447035
72818790,447688115
72818790,375317198
72818790,153460275
72818790,236026868
72818790,307458983
72818790,157829215
72818790,37699718
72818790,239144776
72818790,222261763
72818790,158419434
72818790,285312927
72818790,34428380
72818790,233248636
72818790,117901353
72818790,276308596
72818790,236184723
72818790,451250774
72818790,100318079
72818790,39056518
72818790,21362105
72818790,80130901
72818790,21447363
16801904,84466455
16801904,191737201
16801904,21879024
16801904,22679419
16801904,7861312
16801904,115485051
16801904,44039298
16801904,23235056
16801904,22027186
16801904,19279990
16801904,14667274
16801904,18713254
16801904,15858135
16801904,19042006
16801904,20108560
16801904,14506253
16801904,6480652
16801904,1715051
16801904,15666380
16801904,36686415
16801904,48773664
16801904,114638448
16801904,15485441
16801904,90420314
16801904,50374439
16801904,25521487
16801904,23027237
16801904,15888142
16801904,43736146
16801904,6480682
16801904,61391304
16801904,75974281
16801904,9275742
16801904,71876190
16801904,29118453
16801904,336116660
16801904,14681605
16801904,120943272
16801904,50393960
16801904,18498684
16801904,783214
16801904,10671602
16801904,18927441
16801904,813286
16801904,11348282
16801904,15661871
16801904,17093617
16801904,13176312
16801904,19725644
16801904,107418464
15655027,37291805
15655027,25534013
15655027,16032446
15655027,22191432
15655027,25170188
15655027,98997127
15655027,19720714
15655027,29785854
15655027,62418341
15655027,143125196
15655027,237851779
15655027,51643837
15655027,35664799
15655027,222563776
15655027,24578634
15655027,138072063
15655027,119405380
15655027,56359115
15655027,16331450
15655027,15873841
15655027,256554165
15655027,201831678
15655027,221185711
15655027,103130238
15655027,14208611
15655027,22811404
15655027,107519281
15655027,19289396
15655027,22068282
15655027,126146818
15655027,195911896
15655027,22721166
15655027,9541782
15655027,30855079
15655027,131014445
15655027,75814130
15655027,73206956
15655027,19928703
15655027,22412950
15655027,18907865
15655027,58829577
15655027,46114108
15655027,16414022
15655027,9917652
15655027,154579089
15655027,19195914
15655027,143176836
15655027,17809581
15655027,24216951
15122553,3359851
15122553,156411211
15122553,21741551
15122553,15693493
15122553,36113543
15122553,77888423
15122553,15485441
15122553,14372486
15122553,26053643
15122553,90420314
15122553,407977463
15122553,115485051
15122553,36686415
15122553,14506253
15122553,30364057
15122553,22027186
15122553,139162440
15122553,25521487
15122553,18208354
15122553,14622632
15122553,105150583
15122553,15481789
15122553,37792861
395395198,16038438
395395198,17092862
395395198,7079062
395395198,212018296
395395198,20747847
395395198,23691649
395395198,309366491
246456451,10671602
246456451,19311729
246456451,279390084
246456451,294198566
246456451,216299334
37699718,67864340
37699718,200559228
37699718,69592091
37699718,153226312
37699718,257236842
37699718,461410856
37699718,160237722
37699718,40981798
37699718,276706356
37699718,37270037
37699718,254839786
37699718,116036694
37699718,26929220
37699718,314316607
37699718,430313102
37699718,274153775
37699718,170460311
37699718,56860418
37699718,400689940
37699718,43003845
37699718,196327549
37699718,214328887
37699718,203338499
37699718,6581292
37699718,27633075
37699718,439788025
37699718,222411742
37699718,206923844
37699718,151338729
37699718,103598216
37699718,46209291
37699718,276308596
37699718,117674417
37699718,28465635
37699718,86221475
37699718,172883064
37699718,155661154
37699718,204140367
37699718,109740608
37699718,222261763
37699718,22462180
37699718,134940306
37699718,17868918
37699718,57490887
37699718,262802533
37699718,112939321
37699718,158419434
37699718,107830991
37699718,188108667
37699718,83250127
37699718,100318079
37699718,93436732
37699718,137156454
37699718,39056518
37699718,248108296
390455433,207878118
390455433,85891683
390455433,130340054
390455433,104989762
390455433,487367041
390455433,304774444
390455433,130357109
390455433,50115087
390455433,43166813
301695120,102364313
301695120,112819301
301695120,309765553
301695120,69373005
301695120,34507480
301695120,197090502
301695120,37008705
301695120,250988604
301695120,243227325
301695120,14425825
301695120,164422299
301695120,61065794
301695120,250849104
301695120,63808966
301695120,22440364
301695120,25970331
301695120,34270956
301695120,211670208
301695120,226516599
301695120,148081553
301695120,15460081
301695120,181288376
301695120,203623462
301695120,192023970
301695120,22592948
301695120,102765423
16441489,24599923
5800082,1116721
5800082,1046661
189898898,46209291
189898898,237073199
189898898,360245938
189898898,221010883
189898898,248108296
189898898,137788485
189898898,149680650
189898898,40974224
189898898,163203962
189898898,116498875
189898898,160053476
189898898,34428380
189898898,88097807
189898898,73475968
189898898,330669583
189898898,46750053
189898898,227785045
189898898,140533066
189898898,69641958
189898898,317967511
189898898,105585149
189898898,86173523
189898898,128260873
189898898,85716069
189898898,40981798
189898898,21447363
189898898,35308634
189898898,123715869
189898898,187773078
189898898,137156454
189898898,249830707
189898898,103998157
189898898,174706851
189898898,444895340
189898898,189691043
189898898,284304021
189898898,81704742
189898898,85713602
189898898,237779616
189898898,223990701
189898898,90057908
189898898,158821955
189898898,136046012
189898898,168224294
189898898,184030707
189898898,435877791
189898898,262340283
189898898,190822461
189898898,203741612
189898898,78756744
189898898,86561505
189898898,342443894
189898898,84879383
189898898,200214366
189898898,56511635
189898898,99712896
189898898,82980971
189898898,188108667
189898898,224832743
189898898,225784456
189898898,251261925
189898898,213777144
189898898,195200389
189898898,43003845
189898898,49605349
189898898,131294912
189898898,114640374
189898898,131537442
189898898,57659674
189898898,91702539
189898898,67348022
189898898,123665765
189898898,192281027
189898898,283306479
189898898,155951259
189898898,297494442
189898898,224688614
189898898,187801158
189898898,22462180
189898898,126391227
189898898,221005623
189898898,160229483
189898898,189875309
189898898,172883064
189898898,125120339
189898898,31331740
189898898,55033682
189898898,113058991
189898898,133055665
189898898,18996905
189898898,8088112
189898898,117674417
189898898,27633075
189898898,112939321
189898898,17868918
189898898,15150609
189898898,203338499
189898898,6581292
189898898,153226312
189898898,179138862
189898898,197504076
189898898,279787626
16908436,15439395
16908436,28521141
16908436,362286999
16908436,17105214
16908436,4893411
16908436,20106852
16908436,14311802
16908436,7861312
16908436,7453822
16908436,88501703
16908436,16038438
16908436,21158690
16908436,7081402
16908436,16079941
16908436,22643137
16908436,54298095
16908436,179278975
16908436,7860742
16908436,35918787
16908436,10350
16908436,15666380
16908436,1183041
16908436,20803125
16908436,23390284
16908436,50557241
16908436,51246108
16908436,14464369
16908436,7377812
16908436,16583672
16908436,127569781
16908436,17759701
16908436,224809136
16908436,172959279
16908436,14303746
16908436,283306509
16908436,1715051
16908436,31353077
16908436,18713254
16908436,90420314
16908436,12611642
16908436,22461427
16908436,23152989
16908436,14506253
16908436,14691709
16908436,115485051
16908436,48485771
16908436,24083901
16908436,972651
16908436,19658826
16908436,18393773
33644693,17909306
33644693,24599923
33644693,250911289
33644693,29247964
33644693,16929349
33644693,15934926
33644693,9917552
33644693,20177423
33644693,21208444
33644693,19148708
33644693,7092102
33644693,105189289
33644693,41894068
33644693,125400453
33644693,14575107
33644693,15933910
33644693,283536837
33644693,58462957
33644693,108669535
33644693,19923638
33644693,34373923
33644693,54288013
33644693,21401466
33644693,112521116
33644693,59624844
33644693,19784831
33644693,38190358
33644693,37046756
33644693,19546942
42164376,24942585
42164376,18581803
42164376,290097288
42164376,45509346
42164376,268788852
42164376,16464746
42164376,15693493
42164376,238308325
42164376,5442012
42164376,20880546
42164376,146729999
42164376,259074185
42164376,207752295
42164376,24742040
42164376,67818595
42164376,294198566
42164376,5623612
42164376,146867687
42164376,146155608
42164376,50901147
42164376,265208700
42164376,25341018
42164376,282447785
42164376,148112305
42164376,26033920
42164376,25376226
42164376,52361963
42164376,36629388
42164376,21698020
42164376,48485771
42164376,16098603
42164376,22591657
42164376,19014279
42164376,16034502
42164376,161555365
42164376,102608859
42164376,7702232
42164376,3096071
42164376,20726422
42164376,31477674
42164376,64018904
42164376,59925522
42164376,159389185
42164376,16252002
42164376,322786017
42164376,25381076
42164376,42047882
42164376,43626328
42164376,23140494
42164376,39013378
42164376,203783262
42164376,59804598
42164376,23152989
42164376,7861312
42164376,14589257
42164376,17759701
42164376,40981798
42164376,22784458
42164376,29514951
42164376,101859065
42164376,101903164
42164376,105150583
26042520,16890261
26042520,13018112
26042520,90720074
26042520,19923638
26042520,143125196
26042520,15515919
26042520,19784831
26042520,21208444
26042520,21401466
26042520,58462957
26042520,16271952
26042520,19390810
26042520,15162193
26042520,24599923
26042520,39839316
26042520,14415108
26042520,105189289
26042520,20506424
26042520,15934926
26042520,19568471
26042520,34211097
26042520,14791162
26042520,17909306
26042520,16929349
26042520,30704824
26042520,43952326
26042520,21279256
26042520,19148708
26042520,56814021
26042520,35867690
26042520,31119337
26042520,8936082
26042520,19546942
26042520,1879831
26042520,57249277
26042520,20177423
26042520,41182951
26042520,19028615
26042520,38190358
26042520,14934818
26042520,15933910
802970,5653212
802970,1046661
155951259,131537442
155951259,27760317
155951259,224688614
155951259,83417972
155951259,131294912
155951259,21447363
155951259,34428380
155951259,83250127
155951259,188614087
155951259,283306479
155951259,223990701
155951259,262340283
155951259,97057975
155951259,181723409
155951259,47383805
155951259,136046012
155951259,86173523
155951259,88097807
155951259,123665765
155951259,99712896
155951259,40974224
155951259,188108667
155951259,22462180
155951259,41676731
155951259,40981798
155951259,123715869
155951259,126391227
155951259,115976325
155951259,116498875
155951259,43003845
155951259,85713602
155951259,140533066
155951259,85716069
155951259,180583413
155951259,114873228
155951259,187773078
155951259,17434613
155951259,113058991
155951259,31331740
155951259,88323281
155951259,100318079
155951259,117901353
155951259,134940306
155951259,12925072
155951259,125120339
155951259,95260836
155951259,172883064
155951259,55033682
155951259,54228724
155951259,28465635
155951259,23375688
155951259,116036694
155951259,70492333
155951259,163238842
155951259,155661154
155951259,195475105
155951259,164880154
155951259,39056518
155951259,166214735
155951259,220368467
155951259,248883350
155951259,6581292
155951259,112939321
155951259,19705747
155951259,439788025
155951259,27077521
155951259,274153775
155951259,2367911
155951259,69592091
155951259,204317520
155951259,153226312
155951259,197504076
155951259,279787626
155951259,203338499
155951259,231238695
155951259,145845459
155951259,100581193
15343773,7861312
15343773,405323682
15343773,19521118
15343773,121637129
15343773,18444530
15343773,28521141
15343773,10350
15343773,23390284
15343773,14111650
15343773,7081402
15343773,15661871
15343773,15643370
15343773,24591819
15343773,15666380
15343773,1183041
15343773,16894839
15343773,16038438
15343773,434725454
15343773,337131276
15343773,4893411
15343773,43115008
15343773,16150457
15343773,96747353
15343773,127569781
15343773,33035636
15343773,21076522
15343773,75193883
15343773,14824849
15343773,15439395
15343773,187366802
15343773,16956955
15343773,126099878
15343773,59877557
15343773,23152989
15343773,31353077
15343773,139162440
187744415,63787760
187744415,93905958
187744415,249518215
187744415,3359851
187744415,16464746
187744415,250303199
187744415,294198566
187744415,238308325
187744415,60725654
187744415,93031021
187744415,46423291
187744415,290097288
187744415,310233571
187744415,18742444
187744415,18581803
187744415,15775181
187744415,17564647
187744415,245394117
187744415,19136295
187744415,7860742
187744415,17759701
187744415,18666844
187744415,34068984
187744415,15913
187744415,16098603
187744415,63273064
187744415,369130833
187744415,20726422
187744415,22784458
187744415,82030021
187744415,184637153
187744415,111164068
187744415,90779436
187744415,95980722
187744415,204089551
187744415,116952434
187744415,131601987
187744415,100174502
187744415,91105535
187744415,16507381
187744415,189234283
187744415,25026165
187744415,94918917
187744415,16674726
187744415,16562955
187744415,258568696
187744415,24117694
187744415,285727668
187744415,156125022
187744415,16265412
187744415,105150583
187744415,14743923
187744415,14506809
187744415,24004172
187744415,153972649
229531808,48485771
229531808,22679419
229531808,121258930
229531808,144040563
229531808,107418464
123371682,394263193
123371682,69592091
123371682,31331740
123371682,18951737
123371682,153226312
123371682,358775055
123371682,437804658
123371682,28465635
123371682,74107696
123371682,254839786
123371682,214328887
123371682,451250774
123371682,430313102
123371682,134940306
123371682,430268163
123371682,195475105
123371682,257236842
123371682,121533789
123371682,43003845
123371682,250340951
123371682,231238695
123371682,220368467
123371682,116036694
123371682,259842341
123371682,18996905
123371682,280935165
123371682,204317520
123371682,236184723
123371682,204140367
123371682,314316607
123371682,270449528
123371682,222261763
123371682,273149543
123371682,252770012
123371682,297801196
123371682,88323281
123371682,406628822
123371682,17868918
123371682,149538028
123371682,67864340
123371682,56860418
123371682,17116707
123371682,187773078
123371682,400689940
123371682,27633075
123371682,221036078
123371682,17759158
123371682,196327549
123371682,274153775
123371682,285312927
123371682,14925700
123371682,151338729
123371682,2367911
123371682,206923844
123371682,103598216
123371682,107830991
123371682,172883064
123371682,8088112
123371682,276308596
123371682,157829215
123371682,262802533
123371682,107511013
123371682,380580781
123371682,131613362
123371682,22462180
123371682,19493072
123371682,34428380
123371682,124528830
123371682,160237722
123371682,236026868
123371682,225444667
123371682,83943787
123371682,117674417
123371682,29911100
123371682,463952369
123371682,86221475
123371682,100581193
123371682,46209291
123371682,158419434
123371682,200559228
123371682,439788025
123371682,375317198
123371682,461410856
123371682,40981798
123371682,258140947
123371682,279787626
123371682,57490887
123371682,447688115
123371682,19358562
123371682,19933035
123371682,164880154
123371682,100318079
123371682,113152697
123371682,80130901
123371682,266915191
4620451,15473958
4620451,24244836
4620451,39234189
4620451,18720204
4620451,8963722
4620451,19802879
4620451,15102849
4620451,15820660
4620451,42979224
4620451,11348282
4620451,19766517
4620451,19725644
4620451,91373517
4620451,104585489
4620451,24129206
4620451,19653925
4620451,17384099
4620451,9852542
4620451,19658826
4620451,15165493
4620451,174784400
4620451,14807898
4620451,437806648
4620451,25066853
4620451,137320881
4620451,14647570
4620451,138725262
4620451,194347664
4620451,19384258
4620451,560452336
4620451,92306628
4620451,6408382
4620451,21410687
4620451,126302054
4620451,8295072
4620451,90746337
4620451,23739721
4620451,16876667
4620451,36045367
4620451,222178782
4620451,15862891
4620451,86070159
4620451,2811851
4620451,15144542
4620451,16009851
4620451,344776030
4620451,42950930
4620451,36584174
4620451,21507738
4620451,21581503
4620451,27522326
4620451,8005492
4620451,5845242
4620451,21122950
4620451,21611239
4620451,15666380
4620451,23962323
4620451,15625713
4620451,31443503
4620451,66021490
4620451,128292609
4620451,83889856
4620451,21576334
4620451,33249457
4620451,112508240
4620451,26858764
4620451,15143478
4620451,118975084
4620451,19767193
4620451,14129299
4620451,11178672
4620451,17567533
4620451,15484063
4620451,73975665
4620451,19965811
4620451,813286
4620451,67976245
4620451,30080131
4620451,22931893
4620451,32372834
4620451,58963156
4620451,20769532
4620451,23799349
4620451,49164309
4620451,38762773
4620451,195897346
4620451,18569484
4620451,18948541
4620451,39582797
4620451,41147062
4620451,20060293
4620451,15519544
4620451,52758395
4620451,12611642
4620451,7861312
4620451,14345566
4620451,10350
4620451,15661871
4620451,3829151
4620451,1183041
4620451,18393773
4620451,28521141
4620451,14944532
4620451,7081402
4620451,362286999
4620451,127569781
4620451,5410072
4620451,756278
4620451,63485337
4620451,139162440
4620451,14630319
4620451,6572452
4620451,60101131
4620451,143244854
316604582,59414975
316604582,121258930
316604582,286012612
316604582,26280712
316604582,5442012
316604582,84043660
316604582,26978430
316604582,241214783
316604582,46423291
316604582,18713254
316604582,320463544
316604582,15653423
316604582,14503124
316604582,18581803
316604582,14903310
316604582,146155608
316604582,61853583
316604582,24942585
316604582,415711683
316604582,105150583
26173611,20055740
26173611,25012130
26173611,221988282
26173611,115395977
26173611,15222083
26173611,22841103
26173611,465838507
26173611,20536157
26173611,43212584
26173611,24585498
26173611,35399002
26173611,59454817
26173611,20235246
26173611,3359851
26173611,43170475
26173611,7565302
26173611,14589257
26173611,7860742
26173611,18927441
26173611,14506809
26173611,7157132
26173611,13687132
26173611,15913
26173611,18581803
26173611,20273398
26173611,15838599
26173611,17093617
26173611,21681252
70492333,16870853
70492333,83417972
70492333,113058991
70492333,88097807
70492333,186212304
70492333,28465635
70492333,134940306
70492333,22462180
70492333,59588845
70492333,69592091
70492333,279787626
70492333,117674417
70492333,463952369
70492333,102765423
70492333,148519842
70492333,117901353
70492333,8163442
70492333,358775055
70492333,19705747
70492333,270449528
70492333,220368467
70492333,239144776
70492333,100581193
70492333,109740608
70492333,236184723
70492333,116036694
70492333,26929220
70492333,43003845
70492333,394263193
70492333,54228724
70492333,40981798
70492333,204317520
70492333,197504076
70492333,30971165
70492333,31414569
70492333,233248636
70492333,31331740
70492333,8088112
70492333,364971269
70492333,35415466
70492333,34428380
70492333,203338499
70492333,349413327
70492333,17868918
70492333,166214735
70492333,274153775
70492333,18996905
70492333,19933035
70492333,155661154
70492333,125120339
70492333,27633075
70492333,213777144
70492333,254839786
70492333,451250774
70492333,2367911
70492333,271602109
70492333,172883064
70492333,100318079
70492333,193593048
70492333,54611487
70492333,40968863
70492333,54581743
70492333,131537442
70492333,85716069
70492333,126391227
70492333,83250127
70492333,188614087
70492333,21362105
70492333,188108667
70492333,137156454
70492333,136046012
70492333,39056518
70492333,225784456
70492333,131294912
70492333,17663756
70492333,248108296
70492333,200214366
70492333,160053476
70492333,56511635
70492333,141368711
70492333,137788485
70492333,70127418
70492333,123665765
70492333,97057975
70492333,84879383
70492333,181723409
70492333,140533066
17809581,107519281
17809581,9917652
17809581,16414022
17809581,51643837
17809581,22191432
17809581,14208611
17809581,75814130
17809581,73206956
17809581,22412950
17809581,30855079
17809581,18907865
17809581,22811404
17809581,35664799
17809581,154579089
17809581,25170188
17809581,126146818
17809581,27091468
17809581,16331450
17809581,103130238
17809581,56814021
17809581,256554165
17809581,98997127
17809581,221185711
17809581,201831678
17809581,21915666
17809581,22068282
17809581,25534013
17809581,46114108
17809581,15873841
17809581,19928703
17809581,222563776
17809581,143176836
17809581,22721166
17809581,33575373
17809581,37291805
167010482,60101131
167010482,15661871
